,braid,free_part,torsion_part,total_num_FP,total_num_TP,total_num_FP_per_row,total_num_FP_per_column
1572,"[-1, -3, -1, 2, -3, -2, 3, 3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1573,"[3, 2, 1, -3, 1, 2, 2, 1, 3]","{(3, 0): 1, (5, 0): 1, (5, 1): 1, (7, 2): 2, (9, 2): 1, (9, 3): 1, (11, 3): 2, (11, 4): 2, (13, 4): 1, (13, 5): 1, (15, 5): 2, (15, 6): 1, (17, 6): 1, (19, 7): 1}","{(7, 2): {2: 1}, (9, 3): {2: 2}, (11, 4): {2: 1}, (13, 5): {2: 2}, (15, 6): {2: 1}, (17, 7): {2: 1}}",18,8,"{3: 1, 5: 2, 7: 2, 9: 2, 11: 4, 13: 2, 15: 3, 17: 1, 19: 1}","{0: 2, 1: 1, 2: 3, 3: 3, 4: 3, 5: 3, 6: 2, 7: 1}"
1574,"[3, 2, -2, 2, 3, -1, 2, 3, -2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
1575,"[-3, -3, 2, 1, 1, -2, -3, -2, -2]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 2, (-7, -2): 1, (-5, -2): 3, (-5, -1): 1, (-3, 0): 2, (-1, 0): 3, (1, 2): 1, (3, 2): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 2}, (-3, 0): {2: 1}}",16,4,"{-13: 1, -9: 3, -7: 1, -5: 4, -3: 2, -1: 3, 1: 1, 3: 1}","{-5: 1, -4: 1, -3: 2, -2: 4, -1: 1, 0: 5, 2: 2}"
1576,"[3, -1, 1, -3, -3, -3, 2, -3, -3]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}"
1577,"[2, 2, 3, -3, -1, 1, 3, 1, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1578,"[2, -2, 3, -3, 1, 1, -3, -2, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
1579,"[-1, -1, 1, -2, -1, 2, -1, 3, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
1580,"[3, -3, 1, -3, -3, 2, -2, 2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1581,"[3, -3, 1, -1, 2, 3, -3, 2, 3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
1582,"[-3, 1, 1, 3, -3, 2, -1, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1583,"[3, -1, -3, -1, 1, 1, -1, -2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1584,"[-2, -1, 3, -3, -1, -1, -2, 1, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
1585,"[3, -2, -3, 2, -3, 2, 2, -2, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4}
1586,"[-1, 2, 2, 3, -3, 3, -3, 3, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
1587,"[3, -3, 1, 1, 3, 3, 1, 3, 3]","{(3, 0): 1, (5, 0): 2, (7, 0): 1, (7, 2): 2, (9, 2): 2, (11, 3): 2, (11, 4): 2, (13, 3): 2, (13, 4): 2, (15, 4): 1, (15, 5): 2, (15, 6): 1, (17, 6): 1, (19, 6): 1, (19, 7): 1, (21, 7): 1}","{(9, 3): {2: 2}, (11, 3): {2: 2}, (13, 5): {2: 2}, (15, 5): {2: 1}, (15, 6): {2: 1}, (17, 6): {2: 2}, (17, 7): {2: 1}, (19, 7): {2: 1}}",24,12,"{3: 1, 5: 2, 7: 3, 9: 2, 11: 4, 13: 4, 15: 4, 17: 1, 19: 2, 21: 1}","{0: 4, 2: 4, 3: 4, 4: 5, 5: 2, 6: 3, 7: 2}"
1588,"[2, 2, -3, 1, -3, 3, 3, 2, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
1589,"[-3, 1, -2, -1, -3, 3, -1, -3, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
1590,"[-3, -1, -3, 1, -1, -3, -3, -1, -1]","{(-21, -7): 1, (-19, -7): 1, (-19, -6): 1, (-17, -6): 1, (-15, -6): 1, (-15, -5): 2, (-15, -4): 1, (-13, -4): 2, (-13, -3): 2, (-11, -4): 2, (-11, -3): 2, (-9, -2): 2, (-7, -2): 2, (-7, 0): 1, (-5, 0): 2, (-3, 0): 1}","{(-19, -6): {2: 1}, (-17, -6): {2: 1}, (-17, -5): {2: 2}, (-15, -5): {2: 1}, (-15, -4): {2: 1}, (-13, -4): {2: 2}, (-11, -2): {2: 2}, (-9, -2): {2: 2}}",24,12,"{-21: 1, -19: 2, -17: 1, -15: 4, -13: 4, -11: 4, -9: 2, -7: 3, -5: 2, -3: 1}","{-7: 2, -6: 3, -5: 2, -4: 5, -3: 4, -2: 4, 0: 4}"
1591,"[2, 3, 3, -1, 3, -1, 1, -1, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1592,"[-2, 2, -1, -3, 1, 3, 1, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1593,"[1, -2, 2, -1, -2, 3, -2, -2, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
1594,"[-3, -3, -2, -2, 2, -1, -3, 1, 2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1595,"[2, 1, -3, -2, -1, -1, 1, -2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1596,"[-2, 3, 2, 3, 1, -1, -1, -1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1597,"[2, 2, 1, -3, 3, -1, 2, -1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1598,"[-1, -1, 1, -2, -1, 3, 1, -1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
1599,"[-1, -2, 2, -3, -2, -3, 2, 3, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1600,"[1, -3, -1, 2, 3, 2, 3, 2, 3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
1601,"[-1, 3, -2, 2, 2, 1, 2, 3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
1602,"[1, 3, -1, -3, -3, -2, -3, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1603,"[-3, 1, 1, -3, 1, -3, 2, -3, -1]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2,"{-11: 1, -9: 2, -7: 1, -5: 3, -3: 1, -1: 2, 1: 1, 3: 1}","{-4: 2, -3: 1, -2: 3, -1: 1, 0: 3, 2: 2}"
1604,"[-2, 1, -2, -1, 1, -3, -1, 2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
1605,"[1, -1, 2, -3, -3, 3, 2, 2, 2]","{(2, 0): 1, (4, 0): 1, (6, 2): 1, (10, 3): 1, (10, 4): 1, (12, 4): 1}","{(8, 3): {2: 1}}",6,1,"{2: 1, 4: 1, 6: 1, 10: 2, 12: 1}","{0: 2, 2: 1, 3: 1, 4: 2}"
1606,"[2, -1, -3, 1, -1, -1, -1, -1, -1]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2,"{-15: 1, -11: 2, -7: 1, -5: 1, -3: 1}","{-5: 1, -4: 1, -3: 1, -2: 1, 0: 2}"
1607,"[3, 1, 1, 3, 3, 2, -1, -1, 3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
1608,"[-2, 1, -3, -2, -1, 2, -1, -2, 3]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1,"{-9: 1, -7: 1, -5: 1, -3: 1, -1: 4, 1: 2}","{-4: 2, -2: 1, 0: 6, -1: 1}"
1609,"[-2, 1, -1, -1, -2, -1, -1, -1, -3]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2,"{-15: 1, -11: 2, -7: 1, -5: 1, -3: 1}","{-5: 1, -4: 1, -3: 1, -2: 1, 0: 2}"
1610,"[3, -2, -1, -2, 3, -3, 3, -2, 3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
1611,"[-3, -3, -2, 2, 3, -2, 1, -3, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
1612,"[-3, -3, -2, 1, 2, -1, -1, 2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
1613,"[-1, 1, 3, 1, -2, -2, 2, 3, -2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
1614,"[-2, 1, -1, -3, 3, 2, -1, 3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
1615,"[3, -3, -3, -2, -3, 1, -3, -1, -2]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2,"{-13: 1, -11: 3, -9: 2, -7: 1, -5: 2, -3: 2, -1: 1}","{-4: 4, -3: 2, -2: 2, 0: 4}"
1616,"[3, -2, 1, 1, 2, -3, 3, -3, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
1617,"[-3, 3, 3, 2, -2, 3, 2, -3, 2]","{(0, 0): 1, (2, 0): 1, (2, 1): 1, (6, 2): 1, (8, 4): 1, (10, 4): 1}","{(4, 2): {2: 1}}",6,1,"{0: 1, 2: 2, 6: 1, 8: 1, 10: 1}","{0: 2, 1: 1, 2: 1, 4: 2}"
1618,"[-2, 2, 2, 2, -3, 3, -3, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1619,"[2, -1, -2, 3, 1, 1, -2, -3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1620,"[3, -3, -1, -2, 1, 3, 3, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1621,"[1, 3, 3, -2, 3, 1, -1, 3, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
1622,"[-1, 1, 3, -3, -2, 1, 2, -2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1623,"[-1, -2, 3, -2, 1, -1, -1, 2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
1624,"[-2, -3, -1, -1, -1, -1, 2, 1, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
1625,"[1, -1, 3, 1, -1, -3, 3, -1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1626,"[2, 2, -3, -2, -3, 1, -2, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1627,"[2, 1, -3, -1, -1, 3, 3, 2, -1]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
1628,"[1, -2, -1, -2, 3, -3, 3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1629,"[3, 1, -2, -3, 1, 1, 1, -2, 2]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
1630,"[-2, -1, -3, 1, 3, -1, -1, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1631,"[-2, 3, -1, 3, 2, -2, 2, -2, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
1632,"[3, -2, -2, -1, 1, 3, -2, -1, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
1633,"[3, 1, -2, 2, -3, 3, 1, 1, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
1634,"[3, 3, 2, -2, 3, -3, -2, -2, 3]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2,"{-4: 1, -2: 1, 0: 2, 2: 1, 4: 2, 8: 1}","{-2: 2, 0: 3, 1: 1, 2: 1, 3: 1}"
1635,"[-2, -2, 2, 3, -1, -1, 3, 2, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
1636,"[2, -2, 2, -2, -1, 3, 3, -3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
1637,"[-2, -3, -3, -1, -2, -3, -2, -2, -3]","{(-19, -6): 1, (-17, -6): 2, (-17, -5): 1, (-15, -6): 1, (-13, -4): 2, (-13, -3): 1, (-11, -4): 1, (-9, -2): 1, (-7, 0): 1, (-5, 0): 1}","{(-15, -4): {2: 1}, (-11, -2): {2: 1}}",12,2,"{-19: 1, -17: 3, -15: 1, -13: 3, -11: 1, -9: 1, -7: 1, -5: 1}","{-6: 4, -5: 1, -4: 3, -3: 1, -2: 1, 0: 2}"
1638,"[-2, 1, 3, -2, 2, 3, -2, -2, 3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
1639,"[-1, 2, -3, 3, -3, -1, 1, 1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1640,"[3, 3, 3, 2, 2, -1, 2, -1, 2]","{(-1, -2): 1, (3, -1): 1, (3, 0): 3, (5, 0): 1, (5, 1): 2, (7, 1): 2, (7, 2): 3, (9, 2): 2, (9, 3): 3, (11, 3): 3, (11, 4): 2, (13, 4): 3, (13, 5): 2, (15, 5): 2, (15, 6): 1, (17, 6): 2, (19, 7): 1}","{(1, -1): {2: 1}, (5, 1): {2: 2}, (7, 2): {2: 2}, (9, 3): {2: 3}, (11, 4): {2: 3}, (13, 5): {2: 2}, (15, 6): {2: 2}, (17, 7): {2: 1}}",34,16,"{-1: 1, 3: 4, 5: 3, 7: 5, 9: 5, 11: 5, 13: 5, 15: 3, 17: 2, 19: 1}","{-2: 1, -1: 1, 0: 4, 1: 4, 2: 5, 3: 6, 4: 5, 5: 4, 6: 3, 7: 1}"
1641,"[-1, -1, -1, 3, -3, -2, -1, 2, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
1642,"[-3, -3, 1, -1, 2, 1, -1, -1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
1643,"[-1, -1, 1, -1, 2, 1, -1, -2, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
1644,"[-2, 2, -2, -1, -1, 1, -1, 1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
1645,"[-1, 1, -1, -2, 1, 3, 2, 3, -1]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
1646,"[-2, -2, -1, -1, -2, -1, -3, -3, 3]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2,"{-15: 1, -11: 2, -7: 1, -5: 1, -3: 1}","{-5: 1, -4: 1, -3: 1, -2: 1, 0: 2}"
1647,"[-3, -1, 2, 2, 1, -1, -3, -1, 2]","{(-9, -4): 1, (-7, -4): 1, (-7, -3): 1, (-5, -2): 3, (-3, -2): 1, (-1, -1): 3, (-1, 0): 4, (1, 0): 3, (1, 1): 2, (3, 1): 1, (3, 2): 1, (5, 2): 2, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 3}, (1, 1): {2: 1}, (3, 2): {2: 2}, (5, 3): {2: 1}}",24,8,"{-9: 1, -7: 2, -5: 3, -3: 1, -1: 7, 1: 5, 3: 2, 5: 2, 7: 1}","{-4: 2, -3: 1, -2: 4, -1: 3, 0: 7, 1: 3, 2: 3, 3: 1}"
1648,"[-3, -3, -2, 2, 3, 2, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1649,"[3, -3, -1, 3, 3, -2, -3, -3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
1650,"[2, -1, -3, 3, 3, -2, -3, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
1651,"[2, 2, -2, -2, 1, 3, 3, 1, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
1652,"[-2, -3, 1, -1, -1, -3, 1, 2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
